Filename: mp-554724.cif  CuP4S3Br  appeared: 2 times
Space Group: Cmce no. 64
Orientation Matrix:
11.79	0.00	0.00
-8.96	7.67	0.00
0.00	0.00	10.91
Atoms Locations:
Cu	[0.80425309 0.80425309 0.5       ]
Cu	[0.30425309 0.30425309 0.        ]
Cu	[0.19574691 0.19574691 0.5       ]
Cu	[0.69574691 0.69574691 0.        ]
P	[0.71451116 0.28548884 0.47095318]
P	[0.28548884 0.71451116 0.52904682]
P	[0.78548884 0.21451116 0.97095318]
P	[0.21451116 0.78548884 0.02904682]
P	[0.61813753 0.38186247 0.71414955]
P	[0.38186247 0.61813753 0.28585045]
P	[0.88186247 0.11813753 0.21414955]
P	[0.11813753 0.88186247 0.78585045]
P	[0.7250662  0.56261808 0.54094692]
P	[0.56261808 0.7250662  0.45905308]
P	[0.06261808 0.2250662  0.04094692]
P	[0.2250662  0.06261808 0.95905308]
P	[0.2749338  0.43738192 0.45905308]
P	[0.43738192 0.2749338  0.54094692]
P	[0.93738192 0.7749338  0.95905308]
P	[0.7749338  0.93738192 0.04094692]
S	[0.86597521 0.552974   0.43167523]
S	[0.552974   0.86597521 0.56832477]
S	[0.052974   0.36597521 0.93167523]
S	[0.36597521 0.052974   0.06832477]
S	[0.13402479 0.447026   0.56832477]
S	[0.447026   0.13402479 0.43167523]
S	[0.947026   0.63402479 0.06832477]
S	[0.63402479 0.947026   0.93167523]
S	[0.7103548  0.2896452  0.67468889]
S	[0.2896452  0.7103548  0.32531111]
S	[0.7896452  0.2103548  0.17468889]
S	[0.2103548  0.7896452  0.82531111]
Br	[0.97091646 0.02908354 0.6773882 ]
Br	[0.02908354 0.97091646 0.3226118 ]
Br	[0.52908354 0.47091646 0.1773882 ]
Br	[0.47091646 0.52908354 0.8226118 ]

