Filename: mp-559309.cif  K3ZnNCl4O3  appeared: 2 times
Space Group: Pnma no. 62
Orientation Matrix:
9.23	0.00	0.00
-0.00	9.66	0.00
0.00	0.00	11.98
Atoms Locations:
K	[0.87484026 0.9938092  0.68238335]
K	[0.87484026 0.5061908  0.68238335]
K	[0.12515974 0.4938092  0.31761665]
K	[0.12515974 0.0061908  0.31761665]
K	[0.57758884 0.75       0.46101605]
K	[0.62515974 0.4938092  0.18238335]
K	[0.37484026 0.5061908  0.81761665]
K	[0.92241116 0.25       0.96101605]
K	[0.42241116 0.25       0.53898395]
K	[0.62515974 0.0061908  0.18238335]
K	[0.07758884 0.75       0.03898395]
K	[0.37484026 0.9938092  0.81761665]
Zn	[0.17799549 0.75       0.59144921]
Zn	[0.32200451 0.25       0.09144921]
Zn	[0.67799549 0.75       0.90855079]
Zn	[0.82200451 0.25       0.40855079]
N	[0.34227069 0.75       0.27016731]
N	[0.84227069 0.75       0.22983269]
N	[0.65772931 0.25       0.72983269]
N	[0.15772931 0.25       0.77016731]
Cl	[0.12457304 0.75       0.77718714]
Cl	[0.30734268 0.55853952 0.55062758]
Cl	[0.53496465 0.25       0.99754327]
Cl	[0.19265732 0.44146048 0.05062758]
Cl	[0.62457304 0.75       0.72281286]
Cl	[0.80734268 0.94146048 0.94937242]
Cl	[0.87542696 0.25       0.22281286]
Cl	[0.19265732 0.05853952 0.05062758]
Cl	[0.80734268 0.55853952 0.94937242]
Cl	[0.69265732 0.44146048 0.44937242]
Cl	[0.03496465 0.25       0.50245673]
Cl	[0.46503535 0.75       0.00245673]
Cl	[0.37542696 0.25       0.27718714]
Cl	[0.96503535 0.75       0.49754327]
Cl	[0.69265732 0.05853952 0.44937242]
Cl	[0.30734268 0.94146048 0.55062758]
O	[0.40595804 0.63664443 0.28672278]
O	[0.59404196 0.13664443 0.71327722]
O	[0.40595804 0.86335557 0.28672278]
O	[0.71092113 0.75       0.25962547]
O	[0.28907887 0.25       0.74037453]
O	[0.78907887 0.25       0.75962547]
O	[0.09404196 0.36335557 0.78672278]
O	[0.09404196 0.13664443 0.78672278]
O	[0.90595804 0.63664443 0.21327722]
O	[0.59404196 0.36335557 0.71327722]
O	[0.21092113 0.75       0.24037453]
O	[0.90595804 0.86335557 0.21327722]

