Filename: mp-18177.cif  Ba3NbAs3O  appeared: 3 times
Space Group: Pnma no. 62
Orientation Matrix:
6.82	0.00	0.00
-0.00	11.25	0.00
0.00	0.00	13.68
Atoms Locations:
Ba	[0.243299 0.04522  0.130826]
Ba	[0.256701 0.54522  0.630826]
Ba	[0.243299 0.45478  0.130826]
Ba	[0.743299 0.04522  0.369174]
Ba	[0.756701 0.95478  0.869174]
Ba	[0.743299 0.45478  0.369174]
Ba	[0.756701 0.54522  0.869174]
Ba	[0.256701 0.95478  0.630826]
Ba	[0.273272 0.25     0.872007]
Ba	[0.773272 0.25     0.627993]
Ba	[0.726728 0.75     0.127993]
Ba	[0.226728 0.75     0.372006]
Nb	[0.660318 0.75     0.545437]
Nb	[0.339682 0.25     0.454563]
Nb	[0.160318 0.75     0.954563]
Nb	[0.839682 0.25     0.045437]
As	[0.272917 0.25     0.633313]
As	[0.772917 0.25     0.866687]
As	[0.727083 0.75     0.366687]
As	[0.227083 0.75     0.133313]
As	[0.73658  0.443942 0.117355]
As	[0.23658  0.443942 0.382645]
As	[0.26342  0.943942 0.882645]
As	[0.76342  0.556058 0.617355]
As	[0.26342  0.556058 0.882645]
As	[0.76342  0.943942 0.617355]
As	[0.73658  0.056058 0.117355]
As	[0.23658  0.056058 0.382645]
O	[0.118555 0.25     0.05338 ]
O	[0.618555 0.25     0.44662 ]
O	[0.881445 0.75     0.94662 ]
O	[0.381445 0.75     0.55338 ]

